Count,FIPS Code,State and area,Year,Month,Population,LaborForce,LaborForce_prct,Employed,Employed_prct,Unemployed,Unemployed_prct
13538,25,Massachusetts,1997,4,4811126,3298297,68.6,3164031,65.8,134266,4.1
13539,26,Michigan,1997,4,7393579,4934959,66.7,4721344,63.9,213615,4.3
13540,27,Minnesota,1997,4,3575285,2668227,74.6,2577907,72.1,90320,3.4
13541,28,Mississippi,1997,4,2041966,1270737,62.2,1198932,58.7,71805,5.7
13542,29,Missouri,1997,4,4124177,2921364,70.8,2797333,67.8,124031,4.2
13543,30,Montana,1997,4,672032,450895,67.1,426879,63.5,24016,5.3
13544,31,Nebraska,1997,4,1255451,919624,73.3,896342,71.4,23282,2.5
13545,32,Nevada,1997,4,1340454,932467,69.6,891405,66.5,41062,4.4
13546,33,New Hampshire,1997,4,905424,646439,71.4,623855,68.9,22584,3.5
13547,34,New Jersey,1997,4,6289685,4266430,67.8,4037673,64.2,228757,5.4
13548,35,New Mexico,1997,4,1295677,819252,63.2,765723,59.1,53529,6.5
13549,36,New York,1997,4,14275118,8986277,63,8394265,58.8,592012,6.6
13550,51000,New York city,1997,4,6003841,3500572,58.3,3154262,52.5,346310,9.9
13551,37,North Carolina,1997,4,5806863,3986585,68.7,3835700,66.1,150885,3.8
13552,38,North Dakota,1997,4,485335,351828,72.5,341570,70.4,10258,2.9
13553,39,Ohio,1997,4,8540785,5684780,66.6,5414520,63.4,270260,4.8
13554,40,Oklahoma,1997,4,2503614,1605364,64.1,1539051,61.5,66313,4.1
13555,41,Oregon,1997,4,2535804,1739713,68.6,1639208,64.6,100505,5.8
13556,42,Pennsylvania,1997,4,9415681,6049559,64.2,5728804,60.8,320755,5.3
13557,44,Rhode Island,1997,4,792967,525376,66.3,497993,62.8,27383,5.2
13558,45,South Carolina,1997,4,2887061,1911093,66.2,1814802,62.9,96291,5
13559,46,South Dakota,1997,4,547817,392498,71.6,380915,69.5,11583,3
13560,47,Tennessee,1997,4,4205367,2782739,66.2,2630973,62.6,151766,5.5
13561,48,Texas,1997,4,14288919,9890605,69.2,9345189,65.4,545416,5.5
13562,49,Utah,1997,4,1483461,1064392,71.8,1031264,69.5,33128,3.1
13563,50,Vermont,1997,4,457145,325933,71.3,312721,68.4,13212,4.1
13564,51,Virginia,1997,4,5103233,3444586,67.5,3297920,64.6,146666,4.3
13565,53,Washington,1997,4,4255402,2960879,69.6,2811015,66.1,149864,5.1
13566,54,West Virginia,1997,4,1436131,796690,55.5,741420,51.6,55270,6.9
13567,55,Wisconsin,1997,4,3980083,2957095,74.3,2848652,71.6,108443,3.7
13568,56,Wyoming,1997,4,364890,253654,69.5,241142,66.1,12512,4.9
13569,1,Alabama,1997,5,3305385,2132016,64.5,2023465,61.2,108551,5.1
13570,2,Alaska,1997,5,423233,313056,74,290215,68.6,22841,7.3
13571,4,Arizona,1997,5,3570757,2298135,64.4,2192966,61.4,105169,4.6
13572,5,Arkansas,1997,5,1960648,1244981,63.5,1179951,60.2,65030,5.2
13573,6,California,1997,5,23767146,15743525,66.2,14733392,62,1010133,6.4
13574,37,Los Angeles County,1997,5,6743800,4406121,65.3,4096097,60.7,310024,7
13575,8,Colorado,1997,5,3033998,2203618,72.6,2128448,70.2,75170,3.4
13576,9,Connecticut,1997,5,2565214,1757058,68.5,1663866,64.9,93192,5.3
13577,10,Delaware,1997,5,572770,386735,67.5,371047,64.8,15688,4.1
13578,11,District of Columbia,1997,5,450539,281052,62.4,259399,57.6,21653,7.7
13579,12,Florida,1997,5,11788614,7353959,62.4,6995619,59.3,358340,4.9
13580,13,Georgia,1997,5,5709968,3946794,69.1,3763232,65.9,183562,4.7
13581,15,Hawaii,1997,5,887673,601226,67.7,563470,63.5,37756,6.3
13582,16,Idaho,1997,5,897011,633184,70.6,600568,67,32616,5.2
13583,17,Illinois,1997,5,9150154,6291638,68.8,5997048,65.5,294590,4.7
13584,18,Indiana,1997,5,4505497,3121884,69.3,3013603,66.9,108281,3.5
13585,19,Iowa,1997,5,2202201,1606213,72.9,1555740,70.6,50473,3.1
13586,20,Kansas,1997,5,1954052,1377933,70.5,1325860,67.9,52073,3.8
13587,21,Kentucky,1997,5,3001431,1915531,63.8,1810720,60.3,104811,5.5
13588,22,Louisiana,1997,5,3240895,2017640,62.3,1892896,58.4,124744,6.2
13589,23,Maine,1997,5,969938,658285,67.9,624254,64.4,34031,5.2
13590,24,Maryland,1997,5,3884396,2766699,71.2,2628923,67.7,137776,5
13591,25,Massachusetts,1997,5,4814116,3303928,68.6,3170810,65.9,133118,4
13592,26,Michigan,1997,5,7396279,4942295,66.8,4733004,64,209291,4.2
13593,27,Minnesota,1997,5,3578970,2672438,74.7,2583236,72.2,89202,3.3
13594,28,Mississippi,1997,5,2044068,1271678,62.2,1199944,58.7,71734,5.6
13595,29,Missouri,1997,5,4126758,2923165,70.8,2801579,67.9,121586,4.2
13596,30,Montana,1997,5,672998,451386,67.1,427212,63.5,24174,5.4
13597,31,Nebraska,1997,5,1256694,920256,73.2,897159,71.4,23097,2.5
13598,32,Nevada,1997,5,1346380,935714,69.5,894851,66.5,40863,4.4
13599,33,New Hampshire,1997,5,906519,647959,71.5,625591,69,22368,3.5
13600,34,New Jersey,1997,5,6293863,4268310,67.8,4043269,64.2,225041,5.3
13601,35,New Mexico,1997,5,1296889,820687,63.3,768053,59.2,52634,6.4
13602,36,New York,1997,5,14279199,9012356,63.1,8419436,59,592920,6.6
13603,51000,New York city,1997,5,6007471,3510191,58.4,3164643,52.7,345548,9.8
13604,37,North Carolina,1997,5,5815350,3991196,68.6,3840948,66,150248,3.8
13605,38,North Dakota,1997,5,485407,351869,72.5,341578,70.4,10291,2.9
13606,39,Ohio,1997,5,8541715,5686861,66.6,5425890,63.5,260971,4.6
13607,40,Oklahoma,1997,5,2505802,1607928,64.2,1541575,61.5,66353,4.1
13608,41,Oregon,1997,5,2539074,1743065,68.6,1643904,64.7,99161,5.7
13609,42,Pennsylvania,1997,5,9416291,6054931,64.3,5734924,60.9,320007,5.3
13610,44,Rhode Island,1997,5,793455,526711,66.4,499361,62.9,27350,5.2
13611,45,South Carolina,1997,5,2891039,1911059,66.1,1818371,62.9,92688,4.9
13612,46,South Dakota,1997,5,548906,393245,71.6,381737,69.5,11508,2.9
13613,47,Tennessee,1997,5,4210962,2786108,66.2,2634707,62.6,151401,5.4
13614,48,Texas,1997,5,14311520,9909452,69.2,9371279,65.5,538173,5.4
13615,49,Utah,1997,5,1486909,1066964,71.8,1034003,69.5,32961,3.1
13616,50,Vermont,1997,5,458169,326601,71.3,313538,68.4,13063,4
13617,51,Virginia,1997,5,5108361,3449329,67.5,3307182,64.7,142147,4.1
13618,53,Washington,1997,5,4262645,2972586,69.7,2824594,66.3,147992,5
13619,54,West Virginia,1997,5,1436007,796247,55.4,741989,51.7,54258,6.8
13620,55,Wisconsin,1997,5,3982538,2962434,74.4,2854757,71.7,107677,3.6
13621,56,Wyoming,1997,5,364912,253620,69.5,241284,66.1,12336,4.9
13622,1,Alabama,1997,6,3307188,2136263,64.6,2027419,61.3,108844,5.1
13623,2,Alaska,1997,6,423224,313294,74,290679,68.7,22615,7.2
13624,4,Arizona,1997,6,3581541,2301551,64.3,2198669,61.4,102882,4.5
13625,5,Arkansas,1997,6,1962060,1244657,63.4,1179429,60.1,65228,5.2
13626,6,California,1997,6,23800238,15778082,66.3,14778297,62.1,999785,6.3
13627,37,Los Angeles County,1997,6,6749509,4416496,65.4,4111964,60.9,304532,6.9
13628,8,Colorado,1997,6,3039975,2213431,72.8,2139347,70.4,74084,3.3
13629,9,Connecticut,1997,6,2565677,1756399,68.5,1665824,64.9,90575,5.2
13630,10,Delaware,1997,6,572846,386686,67.5,371352,64.8,15334,4
13631,11,District of Columbia,1997,6,449904,281170,62.5,259168,57.6,22002,7.8
13632,12,Florida,1997,6,11808970,7374788,62.5,7020262,59.4,354526,4.8
13633,13,Georgia,1997,6,5720979,3955998,69.1,3776003,66,179995,4.5
13634,15,Hawaii,1997,6,888804,601580,67.7,563703,63.4,37877,6.3
13635,16,Idaho,1997,6,898011,634171,70.6,601584,67,32587,5.1
13636,17,Illinois,1997,6,9154402,6295146,68.8,6004697,65.6,290449,4.6
13637,18,Indiana,1997,6,4508065,3126957,69.4,3016917,66.9,110040,3.5
13638,19,Iowa,1997,6,2202529,1604068,72.8,1554651,70.6,49417,3.1
13639,20,Kansas,1997,6,1955063,1380300,70.6,1329096,68,51204,3.7
13640,21,Kentucky,1997,6,3002480,1918248,63.9,1815100,60.5,103148,5.4
13641,22,Louisiana,1997,6,3242916,2020819,62.3,1896882,58.5,123937,6.1
13642,23,Maine,1997,6,969915,657302,67.8,623857,64.3,33445,5.1
13643,24,Maryland,1997,6,3886221,2767100,71.2,2630057,67.7,137043,5
13644,25,Massachusetts,1997,6,4817106,3307949,68.7,3176212,65.9,131737,4
13645,26,Michigan,1997,6,7398979,4950023,66.9,4743300,64.1,206723,4.2
13646,27,Minnesota,1997,6,3582655,2677436,74.7,2589074,72.3,88362,3.3
13647,28,Mississippi,1997,6,2045170,1272747,62.2,1200423,58.7,72324,5.7
13648,29,Missouri,1997,6,4130340,2926115,70.8,2804521,67.9,121594,4.2
13649,30,Montana,1997,6,672964,451918,67.2,427673,63.6,24245,5.4
13650,31,Nebraska,1997,6,1256938,920904,73.3,897914,71.4,22990,2.5
13651,32,Nevada,1997,6,1351305,938889,69.5,898102,66.5,40787,4.3
13652,33,New Hampshire,1997,6,907615,649407,71.6,627363,69.1,22044,3.4
13653,34,New Jersey,1997,6,6298041,4269377,67.8,4046560,64.3,222817,5.2
13654,35,New Mexico,1997,6,1298101,822204,63.3,770466,59.4,51738,6.3
13655,36,New York,1997,6,14283279,9033067,63.2,8440764,59.1,592303,6.6
13656,51000,New York city,1997,6,6011301,3518027,58.5,3174986,52.8,343041,9.8
13657,37,North Carolina,1997,6,5824838,3992555,68.5,3843024,66,149531,3.7
13658,38,North Dakota,1997,6,485478,351750,72.5,341582,70.4,10168,2.9
13659,39,Ohio,1997,6,8543644,5689745,66.6,5435731,63.6,254014,4.5
13660,40,Oklahoma,1997,6,2507991,1610165,64.2,1543721,61.6,66444,4.1
13661,41,Oregon,1997,6,2542345,1747119,68.7,1648876,64.9,98243,5.6
13662,42,Pennsylvania,1997,6,9415902,6059396,64.4,5741451,61,317945,5.2
13663,44,Rhode Island,1997,6,793943,528058,66.5,500737,63.1,27321,5.2
13664,45,South Carolina,1997,6,2895017,1911124,66,1821943,62.9,89181,4.7
13665,46,South Dakota,1997,6,548995,393892,71.7,382411,69.7,11481,2.9
13666,47,Tennessee,1997,6,4216557,2789245,66.1,2637983,62.6,151262,5.4
13667,48,Texas,1997,6,14335122,9925891,69.2,9395133,65.5,530758,5.3
13668,49,Utah,1997,6,1489358,1069413,71.8,1036363,69.6,33050,3.1
13669,50,Vermont,1997,6,458193,327374,71.4,314492,68.6,12882,3.9
13670,51,Virginia,1997,6,5113488,3451876,67.5,3315314,64.8,136562,4
13671,53,Washington,1997,6,4268888,2983172,69.9,2836754,66.5,146418,4.9
13672,54,West Virginia,1997,6,1435884,795949,55.4,742415,51.7,53534,6.7
13673,55,Wisconsin,1997,6,3984994,2968036,74.5,2861245,71.8,106791,3.6
13674,56,Wyoming,1997,6,365933,253605,69.3,241465,66,12140,4.8
13675,1,Alabama,1997,7,3308990,2139910,64.7,2031063,61.4,108847,5.1
13676,2,Alaska,1997,7,423215,313475,74.1,291091,68.8,22384,7.1
13677,4,Arizona,1997,7,3591325,2305960,64.2,2204528,61.4,101432,4.4
13678,5,Arkansas,1997,7,1964471,1243704,63.3,1178391,60,65313,5.3
13679,6,California,1997,7,23834329,15810801,66.3,14819455,62.2,991346,6.3
13680,37,Los Angeles County,1997,7,6755418,4426318,65.5,4127308,61.1,299010,6.8
13681,8,Colorado,1997,7,3045953,2223076,73,2149562,70.6,73514,3.3
13682,9,Connecticut,1997,7,2566140,1754926,68.4,1667311,65,87615,5
13683,10,Delaware,1997,7,573922,386764,67.4,371772,64.8,14992,3.9
13684,11,District of Columbia,1997,7,450270,281567,62.5,259129,57.5,22438,8
13685,12,Florida,1997,7,11830325,7391349,62.5,7041164,59.5,350185,4.7
13686,13,Georgia,1997,7,5732990,3964918,69.2,3788057,66.1,176861,4.5
13687,15,Hawaii,1997,7,888936,601792,67.7,563952,63.4,37840,6.3
13688,16,Idaho,1997,7,900011,634849,70.5,602329,66.9,32520,5.1
13689,17,Illinois,1997,7,9159651,6299557,68.8,6010198,65.6,289359,4.6
13690,18,Indiana,1997,7,4510632,3130112,69.4,3018450,66.9,111662,3.6
13691,19,Iowa,1997,7,2203857,1601675,72.7,1553012,70.5,48663,3
13692,20,Kansas,1997,7,1957075,1382574,70.6,1332004,68.1,50570,3.7
13693,21,Kentucky,1997,7,3003530,1920531,63.9,1818831,60.6,101700,5.3
13694,22,Louisiana,1997,7,3244938,2023601,62.4,1901115,58.6,122486,6.1
13695,23,Maine,1997,7,970892,656193,67.6,623436,64.2,32757,5
13696,24,Maryland,1997,7,3889045,2767296,71.2,2630857,67.6,136439,4.9
13697,25,Massachusetts,1997,7,4820096,3310952,68.7,3180910,66,130042,3.9
13698,26,Michigan,1997,7,7402679,4957807,67,4752198,64.2,205609,4.1
13699,27,Minnesota,1997,7,3586340,2682412,74.8,2595033,72.4,87379,3.3
13700,28,Mississippi,1997,7,2047272,1273822,62.2,1200698,58.6,73124,5.7
13701,29,Missouri,1997,7,4133921,2929603,70.9,2806503,67.9,123100,4.2
13702,30,Montana,1997,7,673930,452504,67.1,428248,63.5,24256,5.4
13703,31,Nebraska,1997,7,1258182,921559,73.2,898653,71.4,22906,2.5
13704,32,Nevada,1997,7,1357231,942001,69.4,901220,66.4,40781,4.3
13705,33,New Hampshire,1997,7,908711,650661,71.6,629021,69.2,21640,3.3
13706,34,New Jersey,1997,7,6302219,4268991,67.7,4048062,64.2,220929,5.2
13707,35,New Mexico,1997,7,1299313,823669,63.4,772766,59.5,50903,6.2
13708,36,New York,1997,7,14288360,9046902,63.3,8457735,59.2,589167,6.5
13709,51000,New York city,1997,7,6015431,3523189,58.6,3185026,52.9,338163,9.6
13710,37,North Carolina,1997,7,5833325,3991494,68.4,3843069,65.9,148425,3.7
13711,38,North Dakota,1997,7,485550,351530,72.4,341657,70.4,9873,2.8
13712,39,Ohio,1997,7,8545573,5694278,66.6,5443764,63.7,250514,4.4
13713,40,Oklahoma,1997,7,2510180,1612098,64.2,1545693,61.6,66405,4.1
13714,41,Oregon,1997,7,2545615,1751600,68.8,1653969,65,97631,5.6
13715,42,Pennsylvania,1997,7,9416512,6062910,64.4,5748703,61,314207,5.2
13716,44,Rhode Island,1997,7,793432,529274,66.7,501995,63.3,27279,5.2
13717,45,South Carolina,1997,7,2898995,1911037,65.9,1825560,63,85477,4.5
13718,46,South Dakota,1997,7,549084,394354,71.8,382885,69.7,11469,2.9
13719,47,Tennessee,1997,7,4222152,2791317,66.1,2640948,62.5,150369,5.4
13720,48,Texas,1997,7,14358723,9939510,69.2,9416480,65.6,523030,5.3
13721,49,Utah,1997,7,1492806,1071713,71.8,1038390,69.6,33323,3.1
13722,50,Vermont,1997,7,459218,328195,71.5,315507,68.7,12688,3.9
13723,51,Virginia,1997,7,5118616,3452464,67.4,3322216,64.9,130248,3.8
13724,53,Washington,1997,7,4276131,2992356,70,2847664,66.6,144692,4.8
13725,54,West Virginia,1997,7,1435760,795869,55.4,742706,51.7,53163,6.7
13726,55,Wisconsin,1997,7,3987449,2974002,74.6,2868093,71.9,105909,3.6
13727,56,Wyoming,1997,7,365955,253588,69.3,241640,66,11948,4.7
13728,1,Alabama,1997,8,3312792,2142358,64.7,2034281,61.4,108077,5
13729,2,Alaska,1997,8,424207,313610,73.9,291474,68.7,22136,7.1
13730,4,Arizona,1997,8,3600109,2311287,64.2,2210559,61.4,100728,4.4
13731,5,Arkansas,1997,8,1965883,1242413,63.2,1177158,59.9,65255,5.3
13732,6,California,1997,8,23876421,15842518,66.4,14858017,62.2,984501,6.2
13733,37,Los Angeles County,1997,8,6764527,4435718,65.6,4141765,61.2,293953,6.6
13734,8,Colorado,1997,8,3051930,2232379,73.1,2158855,70.7,73524,3.3
13735,9,Connecticut,1997,8,2567603,1752684,68.3,1668386,65,84298,4.8
13736,10,Delaware,1997,8,573998,386952,67.4,372316,64.9,14636,3.8
13737,11,District of Columbia,1997,8,450636,282131,62.6,259223,57.5,22908,8.1
13738,12,Florida,1997,8,11851680,7404058,62.5,7058020,59.6,346038,4.7
13739,13,Georgia,1997,8,5744000,3974237,69.2,3799734,66.2,174503,4.4
13740,15,Hawaii,1997,8,890067,601745,67.6,564099,63.4,37646,6.3
13741,16,Idaho,1997,8,901012,635214,70.5,602773,66.9,32441,5.1
13742,17,Illinois,1997,8,9166900,6305490,68.8,6014181,65.6,291309,4.6
13743,18,Indiana,1997,8,4513200,3131417,69.4,3018608,66.9,112809,3.6
13744,19,Iowa,1997,8,2205185,1599568,72.5,1551366,70.4,48202,3
13745,20,Kansas,1997,8,1958087,1384738,70.7,1334562,68.2,50176,3.6
13746,21,Kentucky,1997,8,3007580,1921979,63.9,1821984,60.6,99995,5.2
13747,22,Louisiana,1997,8,3246959,2026302,62.4,1905702,58.7,120600,6
13748,23,Maine,1997,8,970869,655166,67.5,622906,64.2,32260,4.9
13749,24,Maryland,1997,8,3891870,2767856,71.1,2631669,67.6,136187,4.9
13750,25,Massachusetts,1997,8,4824086,3313558,68.7,3185527,66,128031,3.9
13751,26,Michigan,1997,8,7406378,4965717,67,4760203,64.3,205514,4.1
13752,27,Minnesota,1997,8,3590025,2686805,74.8,2600764,72.4,86041,3.2
13753,28,Mississippi,1997,8,2049374,1274809,62.2,1201128,58.6,73681,5.8
13754,29,Missouri,1997,8,4137503,2932760,70.9,2807624,67.9,125136,4.3
13755,30,Montana,1997,8,673897,453216,67.3,428954,63.7,24262,5.4
13756,31,Nebraska,1997,8,1259426,922210,73.2,899417,71.4,22793,2.5
13757,32,Nevada,1997,8,1363156,944991,69.3,904168,66.3,40823,4.3
13758,33,New Hampshire,1997,8,909806,651650,71.6,630463,69.3,21187,3.3
13759,34,New Jersey,1997,8,6308398,4267202,67.6,4048492,64.2,218710,5.1
13760,35,New Mexico,1997,8,1301526,825085,63.4,774826,59.5,50259,6.1
13761,36,New York,1997,8,14298441,9054149,63.3,8470816,59.2,583333,6.4
13762,51000,New York city,1997,8,6021761,3525531,58.5,3194508,53,331023,9.4
13763,37,North Carolina,1997,8,5843812,3989338,68.3,3842101,65.7,147237,3.7
13764,38,North Dakota,1997,8,485622,351301,72.3,341842,70.4,9459,2.7
13765,39,Ohio,1997,8,8549503,5700403,66.7,5449751,63.7,250652,4.4
13766,40,Oklahoma,1997,8,2512369,1613684,64.2,1547658,61.6,66026,4.1
13767,41,Oregon,1997,8,2549886,1756214,68.9,1658898,65.1,97316,5.5
13768,42,Pennsylvania,1997,8,9420122,6065444,64.4,5756498,61.1,308946,5.1
13769,44,Rhode Island,1997,8,794920,530252,66.7,503052,63.3,27200,5.1
13770,45,South Carolina,1997,8,2902973,1911076,65.8,1829413,63,81663,4.3
13771,46,South Dakota,1997,8,549173,394661,71.9,383211,69.8,11450,2.9
13772,47,Tennessee,1997,8,4227747,2791968,66,2643732,62.5,148236,5.3
13773,48,Texas,1997,8,14384324,9951222,69.2,9435322,65.6,515900,5.2
13774,49,Utah,1997,8,1496255,1073984,71.8,1040240,69.5,33744,3.1
13775,50,Vermont,1997,8,459242,329008,71.6,316487,68.9,12521,3.8
13776,51,Virginia,1997,8,5123744,3451739,67.4,3327926,65,123813,3.6
13777,53,Washington,1997,8,4283375,3000201,70,2857166,66.7,143035,4.8
13778,54,West Virginia,1997,8,1435637,795929,55.4,742862,51.7,53067,6.7
13779,55,Wisconsin,1997,8,3990905,2979907,74.7,2874850,72,105057,3.5
13780,56,Wyoming,1997,8,365976,253586,69.3,241807,66.1,11779,4.6
13781,1,Alabama,1997,9,3316594,2142854,64.6,2036969,61.4,105885,4.9
13782,2,Alaska,1997,9,424198,313749,74,291892,68.8,21857,7
13783,4,Arizona,1997,9,3607892,2317375,64.2,2216894,61.4,100481,4.3
13784,5,Arkansas,1997,9,1968295,1241126,63.1,1176057,59.8,65069,5.2
13785,6,California,1997,9,23918512,15873595,66.4,14895810,62.3,977785,6.2
13786,37,Los Angeles County,1997,9,6774036,4444515,65.6,4155186,61.3,289329,6.5
13787,8,Colorado,1997,9,3057908,2241375,73.3,2167279,70.9,74096,3.3
13788,9,Connecticut,1997,9,2568066,1750008,68.1,1669258,65,80750,4.6
13789,10,Delaware,1997,9,575074,387294,67.3,372980,64.9,14314,3.7
13790,11,District of Columbia,1997,9,451001,282841,62.7,259439,57.5,23402,8.3
13791,12,Florida,1997,9,11874035,7414542,62.4,7072055,59.6,342487,4.6
13792,13,Georgia,1997,9,5756011,3984361,69.2,3811416,66.2,172945,4.3
13793,15,Hawaii,1997,9,891198,601364,67.5,564075,63.3,37289,6.2
13794,16,Idaho,1997,9,903012,635488,70.4,603105,66.8,32383,5.1
13795,17,Illinois,1997,9,9175149,6312571,68.8,6017720,65.6,294851,4.7
13796,18,Indiana,1997,9,4516767,3131239,69.3,3018252,66.8,112987,3.6
13797,19,Iowa,1997,9,2206513,1598100,72.4,1550350,70.3,47750,3
13798,20,Kansas,1997,9,1960099,1386841,70.8,1337022,68.2,49819,3.6
13799,21,Kentucky,1997,9,3010630,1922301,63.9,1824738,60.6,97563,5.1
13800,22,Louisiana,1997,9,3248980,2029048,62.5,1910612,58.8,118436,5.8
13801,23,Maine,1997,9,971845,654350,67.3,622265,64,32085,4.9
13802,24,Maryland,1997,9,3895695,2768996,71.1,2632812,67.6,136184,4.9
13803,25,Massachusetts,1997,9,4828076,3316163,68.7,3190502,66.1,125661,3.8
13804,26,Michigan,1997,9,7410078,4974171,67.1,4768260,64.3,205911,4.1
13805,27,Minnesota,1997,9,3593710,2690360,74.9,2605980,72.5,84380,3.1
13806,28,Mississippi,1997,9,2051476,1275551,62.2,1202015,58.6,73536,5.8
13807,29,Missouri,1997,9,4140085,2934800,70.9,2807969,67.8,126831,4.3
13808,30,Montana,1997,9,674863,454100,67.3,429783,63.7,24317,5.4
13809,31,Nebraska,1997,9,1259669,922819,73.3,900257,71.5,22562,2.4
13810,32,Nevada,1997,9,1368082,947759,69.3,906793,66.3,40966,4.3
13811,33,New Hampshire,1997,9,910902,652407,71.6,631701,69.3,20706,3.2
13812,34,New Jersey,1997,9,6313576,4264517,67.5,4048555,64.1,215962,5.1
13813,35,New Mexico,1997,9,1303738,826472,63.4,776612,59.6,49860,6
13814,36,New York,1997,9,14309522,9056630,63.3,8481537,59.3,575093,6.3
13815,51000,New York city,1997,9,6028391,3525813,58.5,3203320,53.1,322493,9.1
13816,37,North Carolina,1997,9,5854299,3987150,68.1,3841023,65.6,146127,3.7
13817,38,North Dakota,1997,9,486694,351146,72.1,342105,70.3,9041,2.6
13818,39,Ohio,1997,9,8553432,5706454,66.7,5453785,63.8,252669,4.4
13819,40,Oklahoma,1997,9,2514557,1614998,64.2,1549786,61.6,65212,4
13820,41,Oregon,1997,9,2553156,1760545,69,1663401,65.2,97144,5.5
13821,42,Pennsylvania,1997,9,9423732,6067003,64.4,5764399,61.2,302604,5
13822,44,Rhode Island,1997,9,795408,530952,66.8,503907,63.4,27045,5.1
13823,45,South Carolina,1997,9,2907951,1911498,65.7,1833544,63.1,77954,4.1
13824,46,South Dakota,1997,9,549261,394906,71.9,383486,69.8,11420,2.9
13825,47,Tennessee,1997,9,4232342,2790881,65.9,2646758,62.5,144123,5.2
13826,48,Texas,1997,9,14411926,9961428,69.1,9452472,65.6,508956,5.1
13827,49,Utah,1997,9,1498703,1076377,71.8,1042111,69.5,34266,3.2
13828,50,Vermont,1997,9,460266,329744,71.6,317345,68.9,12399,3.8
13829,51,Virginia,1997,9,5129871,3450558,67.3,3332788,65,117770,3.4
13830,53,Washington,1997,9,4290618,3006928,70.1,2865173,66.8,141755,4.7
13831,54,West Virginia,1997,9,1436513,795915,55.4,742899,51.7,53016,6.7
13832,55,Wisconsin,1997,9,3993360,2984858,74.7,2880892,72.1,103966,3.5
13833,56,Wyoming,1997,9,365998,253626,69.3,241985,66.1,11641,4.6
13834,1,Alabama,1997,10,3320396,2141370,64.5,2038966,61.4,102404,4.8
13835,2,Alaska,1997,10,424190,313952,74,292425,68.9,21527,6.9
13836,4,Arizona,1997,10,3616676,2323905,64.3,2223437,61.5,100468,4.3
13837,5,Arkansas,1997,10,1969707,1240054,63,1175154,59.7,64900,5.2
13838,6,California,1997,10,23960604,15904891,66.4,14932740,62.3,972151,6.1
