"","pollster","sponsors","display_name","fte_grade","start_date","end_date","sample_size","population","year","election_date","candidate_name","state","st_fips","cd_fips","st_cd_fips","dem_cand","rep_cand","DEM","REP"
"770","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/11/18","10/14/18","507","lv","2018","11/6/18","Joe Radinovich","Minnesota","27","08","2708","Joe Radinovich","Pete Stauber","33.5","49.15"
"771","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/11/18","10/14/18","507","rv","2018","11/6/18","Joe Radinovich","Minnesota","27","08","2708","Joe Radinovich","Pete Stauber","32.01","48.13"
"772","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/11/18","10/14/18","570","lv","2018","11/6/18","Scott Wallace","Pennsylvania","42","01","4201","Scott Wallace","Brian Fitzpatrick","49.68","42.53"
"773","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/11/18","10/14/18","570","rv","2018","11/6/18","Scott Wallace","Pennsylvania","42","01","4201","Scott Wallace","Brian Fitzpatrick","47.72","41.81"
"774","Anzalone Liszt Grove",NA,"ALG Research","B/C","10/11/18","10/14/18","500","lv","2018","11/6/18","Donna E. Shalala","Florida","12","27","1227","Donna E. Shalala","María Elvira Salazar","44","39"
"775","McLaughlin",NA,"McLaughlin & Associates","C/D","10/11/18","10/14/18","400","lv","2018","11/6/18","Carolyn Bourdeaux","Georgia","13","07","1307","Carolyn Bourdeaux","Rob Woodall","32","59"
"776","McLaughlin",NA,"McLaughlin & Associates","C/D","10/11/18","10/14/18","400","rv","2018","11/6/18","Donna E. Shalala","Florida","12","27","1227","Donna E. Shalala","María Elvira Salazar","41","50"
"777","Monmouth U.",NA,"Monmouth University","A","10/10/18","10/14/18","350","lv","2018","11/6/18","Richard Neece Ojeda","West Virginia","54","03","5403","Richard Neece Ojeda","Carol Miller","c(45, 46, 46)","c(48, 48, 48)"
"778","Anzalone Liszt Grove",NA,"ALG Research","B/C","10/10/18","10/14/18","513","lv","2018","11/6/18","Haley Stevens","Michigan","26","11","2611","Haley Stevens","Lena Epstein","c(44, 48)","c(34, 39)"
"779","SurveyUSA","Bay News 9 | News 13","SurveyUSA","A","10/9/18","10/14/18","591","lv","2018","11/6/18","Kristen Carlson","Florida","12","15","1215","Kristen Carlson","Ross Spano","45","45"
"780","Global Strategy Group","Giffords","Global Strategy Group","B/C","10/9/18","10/14/18","400","lv","2018","11/6/18","Angie Craig","Minnesota","27","02","2702","Angie Craig","Jason Lewis","52","43"
"781","Braun","Vermont Public Radio | Vermont PBS","Braun Research","B/C","10/5/18","10/14/18","495","lv","2018","11/6/18","Peter Welch","Vermont","50","01","5001","Peter Welch","Anya Tynio","55","18"
"782","The Polling Company Inc./WomanTrend","Citizens United Political Victory Fund","The Polling Company/WomanTrend","B/C","10/12/18","10/13/18","400","lv","2018","11/6/18","Anthony J. Brindisi","New York","36","22","3622","Anthony J. Brindisi","Claudia Tenney","42","50"
"783","The Polling Company",NA,"The Polling Company","B/C","10/12/18","10/13/18","400","rv","2018","11/6/18","Abby Finkenauer","Iowa","19","01","1901","Abby Finkenauer","Rod Blum","45","43"
"784","Clarity","End Citizens United","Clarity Campaign Labs","B/C","10/11/18","10/13/18","639","lv","2018","11/6/18","Danny O'Connor","Ohio","39","12","3912","Danny O'Connor","Troy Balderson","46","48"
"785","Harper Polling","NRCC","Harper Polling","B/C","10/10/18","10/13/18","400","lv","2018","11/6/18","Haley Stevens","Michigan","26","11","2611","Haley Stevens","Lena Epstein","36","35"
"786","MSU - Billings",NA,"Montana State University Billings","B/C","10/8/18","10/13/18","471","lv","2018","11/6/18","Kathleen Williams","Montana","30","01","3001","Kathleen Williams","Greg Gianforte","41","44"
"787","PPP","The Great Slate","Public Policy Polling","A-","10/11/18","10/12/18","645","v","2018","11/6/18","Alyse S. Galvin","Alaska","02","01","0201","Alyse S. Galvin","Don Young","43","46"
"788","Patinkin Research Strategies",NA,"Patinkin Research Strategies","B/C","10/11/18","10/12/18","400","lv","2018","11/6/18","Jamie McLeod-Skinner","Oregon","41","02","4102","Jamie McLeod-Skinner","Greg Walden","40","49"
"789","Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18","121","lv","2018","11/6/18","Dina Titus","Nevada","32","01","3201","Dina Titus","Joyce Bentley","50.2","20"
"790","Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18","169","lv","2018","11/6/18","Clint Koble","Nevada","32","02","3202","Clint Koble","Mark E. Amodei","16.2","23.1"
"791","Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18","178","lv","2018","11/6/18","Susie Lee","Nevada","32","03","3203","Susie Lee","Danny Tarkanian","40.7","39"
"792","Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18","157","lv","2018","11/6/18","Steven A. Horsford","Nevada","32","04","3204","Steven A. Horsford","Cresent Hardy","35.8","34.1"
"793","Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18","387","lv","2018","11/6/18","Chris Pappas","New Hampshire","33","01","3301","Chris Pappas","Eddie Edwards","40.3","34.9"
"794","Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18","401","lv","2018","11/6/18","Ann McLane Kuster","New Hampshire","33","02","3302","Ann McLane Kuster","Steven Negron","44.3","25.4"
"795","SurveyUSA","Civitas Institute","SurveyUSA","A","10/9/18","10/12/18","533","lv","2018","11/6/18","Kathy Manning","North Carolina","37","13","3713","Kathy Manning","Ted Budd","41","44"
"796","Global Strategy Group","End Citizens United","Global Strategy Group","B/C","10/9/18","10/12/18","400","lv","2018","11/6/18","Jared Forrest Golden","Maine","23","02","2302","Jared Forrest Golden","Bruce Poliquin","48","42"
"797","Christopher Newport U.",NA,"Christopher Newport University","A/B","10/3/18","10/12/18","798","lv","2018","11/6/18","Elaine G. Luria","Virginia","51","02","5102","Elaine G. Luria","Scott W. Taylor","43","50"
"798","Christopher Newport U.",NA,"Christopher Newport University","A/B","10/3/18","10/12/18","682","lv","2018","11/6/18","Elaine G. Luria","Virginia","51","02","5102","Elaine G. Luria","Scott W. Taylor","44","50"
"799","Lake Research",NA,"Lake Research Partners","A/B","10/9/18","10/11/18","400","lv","2018","11/6/18","Carolyn Long","Washington","53","03","5303","Carolyn Long","Jaime Herrera Beutler","45","43"
"800","Siena","Spectrum News","Siena College","A","10/6/18","10/11/18","490","lv","2018","11/6/18","Nate McMurray","New York","36","27","3627","Nate McMurray","Chris Collins","43","46"
"801","University of Utah","Hinckley Institute of Politics | The Salt Lake Tribune","University of Utah",NA,"10/3/18","10/11/18","403","rv","2018","11/6/18","Ben McAdams","Utah","49","04","4904","Ben McAdams","Mia B. Love","46","46"
"802","Go Right Strategies",NA,"Go Right Strategies",NA,"10/9/18","10/10/18","943","lv","2018","11/6/18","Tom O'Halleran","Arizona","04","01","0401","Tom O'Halleran","Wendy J. Rogers","37.5","44.4"
"803","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","10/9/18","10/10/18","605","lv","2018","11/6/18","Matt Longjohn","Michigan","26","06","2606","Matt Longjohn","Fred Upton","46","49"
"804","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","10/9/18","10/10/18","548","lv","2018","11/6/18","Ronald A. DiNicola","Pennsylvania","42","16","4216","Ronald A. DiNicola","Mike Kelly","46","49"
"805","GBAO",NA,"GBAO","B/C","10/8/18","10/10/18","500","lv","2018","11/6/18","Perry Gershon","New York","36","01","3601","Perry Gershon","Lee M. Zeldin","46.2","49.5"
"806","Mellman",NA,"Mellman Group","B/C","10/7/18","10/10/18","400","lv","2018","11/6/18","Ben McAdams","Utah","49","04","4904","Ben McAdams","Mia B. Love","47","46"
"807","Stockton University",NA,"Stockton University","A/B","10/3/18","10/10/18","546","lv","2018","11/6/18","Andy Kim","New Jersey","34","03","3403","Andy Kim","Tom MacArthur","45.4","46.8"
"808","Remington",NA,"Remington Research Group","B","10/8/18","10/9/18","1432","lv","2018","11/6/18","Alan LaPolice","Kansas","20","01","2001","Alan LaPolice","Roger Marshall","26","60"
"809","Global Strategy Group","Giffords","Global Strategy Group","B/C","10/7/18","10/9/18","400","lv","2018","11/6/18","Jennifer T. Wexton","Virginia","51","10","5110","Jennifer T. Wexton","Barbara J. Comstock","49","39"
"810","Elway","Crosscut","Elway Research","A/B","10/4/18","10/9/18","400","rv","2018","11/6/18","Kim Schrier","Washington","53","08","5308","Kim Schrier","Dino Rossi","39","49"
"811","University of Utah","The Salt Lake Tribune","University of Utah",NA,"10/3/18","10/9/18","143","rv","2018","11/6/18","Lee Castillo","Utah","49","01","4901","Lee Castillo","Rob Bishop","20","52"
"812","University of Utah","The Salt Lake Tribune","University of Utah",NA,"10/3/18","10/9/18","143","rv","2018","11/6/18","James Singer","Utah","49","03","4903","James Singer","John Curtis","13","67"
"813","Mason-Dixon","Telemundo","Mason-Dixon Polling & Strategy","A-","10/3/18","10/9/18","625","lv","2018","11/6/18","Debbie Mucarsel-Powell","Florida","12","26","1226","Debbie Mucarsel-Powell","Carlos Curbelo","45","46"
"814","Gravis Marketing",NA,"Gravis Marketing","B","10/8/18","10/8/18","359","lv","2018","11/6/18","Kurt Schrader","Oregon","41","05","4105","Kurt Schrader","Mark Callahan","33","56"
"815","POS",NA,"Public Opinion Strategies","A-","10/6/18","10/8/18","400","rv","2018","11/6/18","Amy McGrath","Kentucky","21","06","2106","Amy McGrath","Andy Barr","46","48"
"816","McLaughlin",NA,"McLaughlin & Associates","C/D","10/6/18","10/8/18","400","lv","2018","11/6/18","Jennifer T. Wexton","Virginia","51","10","5110","Jennifer T. Wexton","Barbara J. Comstock","47","48"
"817","Tulchin Research",NA,"Tulchin Research","B/C","10/6/18","10/8/18","400","lv","2018","11/6/18","Nate McMurray","New York","36","27","3627","Nate McMurray","Chris Collins","42","42"
"818","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/5/18","10/8/18","532","lv","2018","11/6/18","Ronald A. DiNicola","Pennsylvania","42","16","4216","Ronald A. DiNicola","Mike Kelly","41.79","50.39"
"819","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/5/18","10/8/18","532","rv","2018","11/6/18","Ronald A. DiNicola","Pennsylvania","42","16","4216","Ronald A. DiNicola","Mike Kelly","37.34","51.21"
"820","Monmouth U.",NA,"Monmouth University","A","10/5/18","10/8/18","354","lv","2018","11/6/18","Conor Lamb","Pennsylvania","42","17","4217","Conor Lamb","Keith J. Rothfus","c(54, 55, 54)","c(42, 41, 42)"
"821","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/4/18","10/8/18","502","lv","2018","11/6/18","Perry Gershon","New York","36","01","3601","Perry Gershon","Lee M. Zeldin","41.08","49.16"
"822","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/4/18","10/8/18","502","rv","2018","11/6/18","Perry Gershon","New York","36","01","3601","Perry Gershon","Lee M. Zeldin","37.05","46.93"
"823","Siena","Spectrum News","Siena College","A","10/4/18","10/8/18","465","lv","2018","11/6/18","Joseph D. Morelle","New York","36","25","3625","Joseph D. Morelle","Jim Maxwell","53","36"
"824","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/3/18","10/8/18","501","lv","2018","11/6/18","Lauren Underwood","Illinois","17","14","1714","Lauren Underwood","Randy Hultgren","42.56","47.41"
"825","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/3/18","10/8/18","501","rv","2018","11/6/18","Lauren Underwood","Illinois","17","14","1714","Lauren Underwood","Randy Hultgren","39.87","40.8"
"826","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/3/18","10/8/18","500","lv","2018","11/6/18","Kathy Manning","North Carolina","37","13","3713","Kathy Manning","Ted Budd","41.01","46.88"
"827","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/3/18","10/8/18","500","rv","2018","11/6/18","Kathy Manning","North Carolina","37","13","3713","Kathy Manning","Ted Budd","38.2","41.81"
"828","Moore Information","NRCC","Moore Information","B/C","10/3/18","10/8/18","400","lv","2018","11/6/18","Steven A. Horsford","Nevada","32","04","3204","Steven A. Horsford","Cresent Hardy","37","41"
"829","POS",NA,"Public Opinion Strategies","A-","10/4/18","10/7/18","400","lv","2018","11/6/18","David Shapiro","Florida","12","16","1216","David Shapiro","Vern Buchanan","42","52"
"830","Monmouth U.",NA,"Monmouth University","A","10/3/18","10/7/18","356","lv","2018","11/6/18","Mikie Sherrill","New Jersey","34","11","3411","Mikie Sherrill","Jay Webber","c(48, 50, 48)","c(44, 43, 45)"
"831","Global Strategy Group","End Citizens United","Global Strategy Group","B/C","10/3/18","10/7/18","404","lv","2018","11/6/18","Brendan Kelly","Illinois","17","12","1712","Brendan Kelly","Mike Bost","45","46"
"832","SurveyUSA","Spectrum News","SurveyUSA","A","10/2/18","10/7/18","535","lv","2018","11/6/18","Darren Soto","Florida","12","09","1209","Darren Soto","Wayne Liebnitzky","48","40"
"833","Pan Atlantic/SMS",NA,"Pan Atlantic Research","B/C","10/1/18","10/7/18","249","lv","2018","11/6/18","Chellie M. Pingree","Maine","23","01","2301","Chellie M. Pingree","Mark Holbrook","53.4","29.4"
"834","Pan Atlantic/SMS",NA,"Pan Atlantic Research","B/C","10/1/18","10/7/18","251","lv","2018","11/6/18","Jared Forrest Golden","Maine","23","02","2302","Jared Forrest Golden","Bruce Poliquin","36.5","37"
"835","Mellman",NA,"Mellman Group","B/C","10/3/18","10/6/18","400","lv","2018","11/6/18","Ken Harbaugh","Ohio","39","07","3907","Ken Harbaugh","Bob Gibbs","38","45"
"836","Alaska Survey Research",NA,"Alaska Survey Research","B/C","10/1/18","10/6/18","500","lv","2018","11/6/18","Alyse S. Galvin","Alaska","02","01","0201","Alyse S. Galvin","Don Young","46","49.7"
"837","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/1/18","10/6/18","465","lv","2018","11/6/18","Haley Stevens","Michigan","26","11","2611","Haley Stevens","Lena Epstein","45.18","37.61"
"838","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/1/18","10/6/18","465","rv","2018","11/6/18","Haley Stevens","Michigan","26","11","2611","Haley Stevens","Lena Epstein","45.8","34.7"
"839","Mason-Dixon","Telemundo","Mason-Dixon Polling & Strategy","A-","10/1/18","10/6/18","625","lv","2018","11/6/18","Donna E. Shalala","Florida","12","27","1227","Donna E. Shalala","María Elvira Salazar","42","44"
"840","MSU - Bozeman","Montana Television Network","Montana State University Bozeman",NA,"9/15/18","10/6/18","2079","rv","2018","11/6/18","Kathleen Williams","Montana","30","01","3001","Kathleen Williams","Greg Gianforte","40.1","47.6"
"841","Change Research",NA,"Change Research","B-","10/4/18","10/5/18","501","lv","2018","11/6/18","Randy Bryce","Wisconsin","55","01","5501","Randy Bryce","Bryan Steil","43.7","46.2"
"842","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/1/18","10/5/18","502","lv","2018","11/6/18","Daniel Kent McCready","North Carolina","37","09","3709","Daniel Kent McCready","Mark Harris","42.34","46.82"
"843","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/1/18","10/5/18","502","rv","2018","11/6/18","Daniel Kent McCready","North Carolina","37","09","3709","Daniel Kent McCready","Mark Harris","42.62","44.26"
"844","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/1/18","10/5/18","490","lv","2018","11/6/18","Mary Jennings Hegar","Texas","48","31","4831","Mary Jennings Hegar","John Carter","38.06","52.75"
"845","Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/1/18","10/5/18","490","rv","2018","11/6/18","Mary Jennings Hegar","Texas","48","31","4831","Mary Jennings Hegar","John Carter","35.42","51.23"
"846","Washington Post/George Mason",NA,"George Mason University","A+","9/19/18","10/5/18","1087","rv","2018","11/6/18","Jennifer T. Wexton","Virginia","51","10","5110","Jennifer T. Wexton","Barbara J. Comstock","54","43"
"847","Washington Post/George Mason",NA,"George Mason University","A+","9/19/18","10/5/18","866","lv","2018","11/6/18","Jennifer T. Wexton","Virginia","51","10","5110","Jennifer T. Wexton","Barbara J. Comstock","55","43"
