Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support,President_party,H_incumbent,D_majorvote_pct,R_majorvote_pct,D_totalvote_pct,R_totalvote_pct,resid,unrate
2211,Economist/YouGov,1301,RV,1,21,2018,1,23,289,2018-01-23,D,41,R,R,54.35,45.65,53.39,44.85,13.350000000000001,3.8
2212,Quinnipiac,1245,RV,1,19,2018,1,23,291,2018-01-23,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2213,Reuters/Ipsos,2981,A,1,19,2018,1,23,291,2018-01-23,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
2214,ABC News/Wash Post,846,RV,1,15,2018,1,18,295,2018-01-18,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
2215,CNN,NA,RV,1,14,2018,1,18,296,2018-01-18,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2216,NBC News/Wall St. Jrnl,NA,765,1,13,2018,1,17,297,2018-01-17,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
2217,Economist/YouGov,NA,1311,1,14,2018,1,16,296,2018-01-16,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
2218,Reuters/Ipsos,NA,1638,1,12,2018,1,16,298,2018-01-16,D,37,R,R,54.35,45.65,53.39,44.85,17.35,3.8
2219,Quinnipiac,NA,1212,1,12,2018,1,16,298,2018-01-16,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2221,NPR/PBS/Marist,NA,1092,1,8,2018,1,10,302,2018-01-10,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2222,Emerson,NA,600,1,8,2018,1,11,302,2018-01-11,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2223,Economist/YouGov,NA,1327,1,8,2018,1,9,302,2018-01-09,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
2224,Quinnipiac,NA,1106,1,5,2018,1,9,305,2018-01-09,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2225,Reuters/Ipsos,NA,1616,1,5,2018,1,9,305,2018-01-09,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
2550,Rasmussen Reports,NA,3000,12,27,2010,1,2,680,2010-01-02,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
2552,Rasmussen Reports,NA,3500,12,13,2010,12,19,694,2010-12-19,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
2553,Rasmussen Reports,NA,3500,12,6,2010,12,12,701,2010-12-12,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
2554,Rasmussen Reports,NA,3500,11,29,2010,12,5,708,2010-12-05,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
2555,Rasmussen Reports,NA,2500,11,22,2010,11,28,715,2010-11-28,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
2556,Rasmussen Reports,NA,3500,11,15,2010,11,21,722,2010-11-21,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
2557,Rasmussen Reports,NA,3500,11,8,2010,11,14,729,2010-11-14,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
2558,Rasmussen Reports,NA,3500,11,1,2010,11,7,736,2010-11-07,D,49,D,D,46.53,53.47,45.06,51.79,-2.469999999999999,9.4
